train_loss,val_loss,val_iou,val_dice,val_acc,val_prec,val_recall,val_f1
0.2739072055719531,0.17851202885309855,0.8333471116565523,0.8996893916811262,0.9649612653823126,0.8967424807094392,0.9155337044170925,0.9020490981283642
0.1759183286779478,0.1519367210921787,0.8488276299976167,0.9098998631749834,0.9703493390764509,0.9186482191085815,0.9113634308179219,0.9098999329975673
0.1526054983385328,0.14404567263665655,0.854806353364672,0.912588195573716,0.9721618777229672,0.9255592544873555,0.9121411181631542,0.9137743762561253
0.13665777334548668,0.1384648635273888,0.8636958292552404,0.9188287224088396,0.9732114928109306,0.9063517053922018,0.9402207999002365,0.9223759793099903
0.12608263319054733,0.1329779328334899,0.867251223609561,0.9205443722861154,0.9748586580866859,0.9128027348291307,0.9350426628476097,0.9252279792513166
0.118355819556755,0.14234752562784014,0.8626963552974519,0.9176891088485718,0.973252725033533,0.9200096255257016,0.9232630366370791,0.9200617472330729
0.11230180811244078,0.13028991747470128,0.8665850923174904,0.9196349109922136,0.9755456095650082,0.9379987290927342,0.9137137884185428,0.9208217427844093
0.10755586222655222,0.12514389214061555,0.8708887656529745,0.922985475403922,0.9763836349759784,0.9333491240228925,0.9230853500820342,0.925344873609997
0.10344969133694713,0.12251033463648388,0.8741313383692787,0.9249818949472337,0.9771150168918428,0.9339943005925133,0.9252905817258925,0.9273285036995298
0.10317136914617084,0.12856702063055264,0.8674398223559062,0.9195677677790324,0.9760064851670038,0.9374968261945815,0.9136262961796352,0.9219405793008351
0.09943911230491119,0.12071518131664821,0.8768847363335746,0.926743886016664,0.9774800817171733,0.928822724592118,0.9326358942758469,0.9279298464457194
0.09312040372270619,0.11822658741757983,0.8788646136011397,0.9271909571829297,0.9780033838181269,0.9227559435935248,0.9412232081095377,0.9291708724839347
0.09445497464622679,0.11817444044919241,0.8795915541194734,0.928474523907616,0.9781698760532197,0.9290465621721177,0.9361499394689288,0.9319957869393485
0.09253663739885766,0.12050532599290212,0.8774538443202065,0.9270816490763709,0.9777997215588887,0.936051641191755,0.9247076624915713,0.9316080150150118
0.08911399984845338,0.11562841708461444,0.8816890761965797,0.9300625182333446,0.9789024568739392,0.9272471944491069,0.9391194309507097,0.9321574892316545
0.08683448578444279,0.1141047709044956,0.880755737281981,0.9284714948563348,0.9793758000646319,0.9375408166930789,0.9280117948849996,0.9319937433515276
0.08563056149390051,0.12223136102159818,0.8803580465770903,0.9286987946147011,0.9780175725618998,0.9226691575277419,0.9431300969350905,0.9310593752633958
0.08422752906180546,0.11400184400734448,0.8845104802222479,0.9311312845775059,0.9797621017410642,0.9351169410206023,0.935457968711853,0.933505468141465
0.08442176346834729,0.1313201684682142,0.8795436155228388,0.9285460239364988,0.977289316767738,0.9210767865180969,0.9450776173954918,0.9297334216889881
0.08283894177411184,0.11114744355990773,0.8860555756659735,0.9324803602127801,0.9797071837243579,0.9334892471631367,0.9392124823161534,0.9348197749682835
